label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation,APC_Diameter_numeric,APC_Depth_numeric,type_score,priority_score,morphology_score
CC0273,248.6138,-2.17212,sky,1,,,hole in top of cone,6802.667967926399,,,5,4,4.6
CC0277,249.978,-1.39307,sky,1,,,skylight,6153.23744885785,,,5,4,4.6
CC0278,250.1003,-0.28812,sky,1,,,skylight,5873.214461556849,,,5,4,4.6
CC0281,259.4139,3.17889,sky,1,,,Deep hole in channel,4509.503227245932,,,5,4,4.6
CC0288,231.8906,-0.93933,sky,1,,,Lateral tube skylight,2749.512975703512,,,5,4,4.6
CC0292,235.5515,0.7771,sky,1,,,Solid looking lava tube skylight,3921.1734401808953,,,5,4,4.6
CC0299,236.1482,-1.46228,sky,1,,,Skylight,4203.025792670121,,,5,4,4.6
CC0300,236.2094,-1.47205,sky,1,,,Skylight,4223.7916780913465,,,5,4,4.6
CC0301,236.1982,-1.47437,sky,1,,,Skylight,4220.43828103926,,,5,4,4.6
CC0302,236.2322,-1.47644,sky,1,,,Skylight,4233.6097915483415,,,5,4,4.6
CC0303,236.245,-1.46997,sky,1,,,Skylight,4237.529370143804,,,5,4,4.6
CC0323,236.7699,-0.46796,sky,1,,,skylight,4318.323512301442,,,5,4,4.6
CC0324,236.741,-0.4765,sky,1,,,skylight,4312.961520276891,,,5,4,4.6
CC0331,237.3424,-2.60449,sky,1,,,skylight,4951.6872265698585,,,5,4,4.6
CC0344,235.9563,-1.45911,sky,1,,,skylight,4138.314176043674,,,5,4,4.6
CC0345,235.9785,-1.46143,sky,1,,,skylight,4146.314552203746,,,5,4,4.6
CC0346,236.0981,1.3894,sky,1,,,skylight,4272.04267317481,,,5,4,4.6
CC0349,236.5813,-0.4447,sky,1,,,skylight,4296.904883486912,,,5,4,4.6
CC0353,236.5744,-1.49963,sky,1,,,skylight,4365.557700917484,,,5,4,4.6
CC0358,236.9183,-2.82141,sky,1,,,skylight,4769.593676441859,,,5,4,4.6
CC0362,236.6997,-0.74756,sky,1,,,inflated flow skylight,4308.22017385591,,,5,4,4.6
CC0368,234.6502,0.34631,sky,1,,,Small rimless pit,3554.439232236821,,,5,4,4.6
CC0387,234.6398,0.97668,sky,1,,,skylight,3488.710786634146,,,5,4,4.6
CC0389,234.7289,0.49,sky,1,,,skylight,3607.615823031552,,,5,4,4.6
CC0390,234.7329,0.49048,sky,1,,,skylight,3608.748927907396,,,5,4,4.6
CC0394,234.8965,-0.30908,sky,1,,,skylight,3740.3144684624376,,,5,4,4.6
CC0403,235.1892,-3.13107,sky,1,,,skylight,4227.177953051297,,,5,4,4.6
CC0407,235.4607,-3.27222,sky,1,,,skylight,4382.545413507402,,,5,4,4.6
CC0409,235.3469,-3.20654,sky,1,,,skylight,4329.017474935015,,,5,4,4.6
CC0414,234.2354,0.53979,sky,1,,,skylight,3379.619281718652,,,5,4,4.6
CC0415,234.239,0.54199,sky,1,,,skylight,3381.8172171236943,,,5,4,4.6
CC0420,234.4329,-0.24756,sky,1,,,skylight,3577.8056431674668,,,5,4,4.6
CC0430,234.2665,-0.12085,sky,1,,,skylight,3506.193585574687,,,5,4,4.6
CC0432,234.2064,-0.10571,sky,1,,,skylight,3476.835893965871,,,5,4,4.6
CC0433,234.2047,-0.10559,sky,1,,,skylight,3476.3389653281256,,,5,4,4.6
CC0434,234.202,-0.10547,sky,1,,,skylight,3475.516225929465,,,5,4,4.6
CC0435,234.2015,-0.09424,sky,1,,,skylight,3474.01374530076,,,5,4,4.6
CC0436,234.1965,-0.08777,sky,1,,,skylight,3470.616921312751,,,5,4,4.6
CC0439,234.1831,-0.03943,sky,1,,,skylight,3441.378948978293,,,5,4,4.6
CC0457,234.4155,-0.65698,sky,1,,,skylight,3552.675906251575,,,5,4,4.6
CC0461,234.3179,-1.01831,sky,1,,,skylight,3556.3124786105136,,,5,4,4.6
CC0462,234.3457,0.06494,sky,1,,,skylight,3469.7348202142325,,,5,4,4.6
CC0463,234.3471,0.06494,sky,1,,,skylight,3470.2342366918406,,,5,4,4.6
CC0464,237.8108,-2.43874,sky,1,,,skylight,5107.816303160974,,,5,4,4.6
CC0465,238.2277,-2.20355,sky,1,,,skylight with no visible tube,5259.0211070116,,,5,4,4.6
CC0466,238.222,-2.20309,sky,1,,,skylight with no visible tube,5254.245631875751,,,5,4,4.6
CC0476,242.3015,-17.15987,sky,1,,,skylight,6348.595847296966,,,5,4,4.6
CC0744,234.4674,0.44656,sky,1,,,Channel skylight,3498.8483076275947,,,5,4,4.6
CC0753,234.7696,-2.49557,sky,1,,,"channel tube intersection, bridge?",3993.315991443646,,,5,4,4.6
CC0754,234.7678,-2.49548,sky,1,,,"channel tube intersection, bridge?",3992.6220976009154,,,5,4,4.6
CC0793,235.9332,-2.82233,sky,1,,,tube skylight,4433.8572465877005,,,5,4,4.6
CC0794,236.1744,-3.21838,sky,1,,,tube skylight,4598.005876125818,,,5,4,4.6
CC0795,236.1613,-3.2041,sky,1,,,tube skylight,4592.099063999354,,,5,4,4.6
CC0796,236.1519,-3.1969,sky,1,,,tube skylight,4589.008662474458,,,5,4,4.6
CC0797,236.1465,-3.18884,sky,1,,,tube skylight,4586.0846088042135,,,5,4,4.6
CC0798,236.1458,-3.18738,sky,1,,,tube skylight,4585.507188096894,,,5,4,4.6
CC0799,236.1454,-3.18506,sky,1,,,tube skylight,4584.751179265574,,,5,4,4.6
CC0800,236.1448,-3.18359,sky,1,,,tube skylight,4584.073096991634,,,5,4,4.6
CC0801,236.1339,-3.16638,sky,1,,,tube skylight,4573.089576644511,,,5,4,4.6
CC0802,236.1231,-3.15637,sky,1,,,tube skylight,4564.819870269137,,,5,4,4.6
CC0929,242.9741,-0.26598,sky,1,,,"pair of 60-m pits in flow, 1km apart",6403.049278614051,,,5,4,4.6
CC0930,242.9604,-0.27606,sky,1,,,"pair of 60-m pits in flow, 1km apart",6412.27493938701,,,5,4,4.6
APC016,243.0341,-4.20642,APC,0,55,35.0,APC - deep - 60m >.65 d/D,8027.260542565733,55.0,35.0,4,5,4.4
APC045,237.8282,-2.04173,APC,0,95,67.0,Probably Type I,4971.375411079701,95.0,67.0,4,5,4.4
APC061,240.9015,-7.17221,APC,0,119,55.0,APC nochain,12331.8017115082,119.0,55.0,4,5,4.4
APC073,245.89,-16.33,APC,0,150,50.0,APC,6285.005343999995,150.0,50.0,4,5,4.4
APC074,239.22,-13.94,APC,0,180,46.0,APC,9509.23257600005,180.0,46.0,4,5,4.4
APC075,241.3931,-5.5332,APC,0,165,345.0,APC ~ Jeanne,9963.4134845422,165.0,345.0,4,5,4.4
APC079,240.04,-14.28,APC,0,175,84.0,APC in chain b=164,8713.321023999968,175.0,84.0,4,5,4.4
APC085,247.5515,17.28099,APC,0,200,59.0,Fanpit B,2152.857214178768,200.0,59.0,4,5,4.4
APC094,259.3536,24.76974,APC,0,350,128.0,Tractus3,2195.8327341688705,350.0,128.0,4,5,4.4
APC095,259.3452,26.16333,APC,0,375,183.0,Tractus1,2076.0663633813338,375.0,183.0,4,5,4.4
APC098,245.85,-16.25,APC,0,150,50.0,APC,6294.999999999997,150.0,50.0,4,5,4.4
APC099,242.5299,-17.46004,APC,0,215,151.0,APC,6246.219900192177,215.0,151.0,4,5,4.4
APC104,238.6571,-6.36218,APC,0,130,57.0,APC,10432.235361462155,130.0,57.0,4,5,4.4
APC121,259.3264,25.23291,APC,0,425,185.0,Tractus2,2182.7129640973462,425.0,185.0,4,5,4.4
APC129,231.8792,-2.09052,APC,0,230,105.0,Outstandingly perfect Type II APC,2869.4638454255155,230.0,105.0,4,5,4.4
APC131,239.25,-13.52,APC,0,170,31.0,APC,9933.18000000007,170.0,31.0,4,5,4.4
APC132,242.42,-4.28,APC,0,130,20.0,APC - Shallow or filled-in? Possible rim overhang,8280.270623999946,130.0,20.0,4,5,4.4
APC140,252.2473,-4.35956,APC,0,135x195,91.0,Notcis Labyrinth APC - deep; overhang,6564.679098917387,,91.0,4,5,4.4
APC001,240.4585,-0.94678,APC,1,25,32.0,APC -- tiny ~25m,5845.516289233242,25.0,32.0,4,4,4.0
APC003,237.696,-12.47266,APC,1,30,47.0,APC 40m small deep nochain--big smrp?,10500.439388911564,30.0,47.0,4,4,4.0
APC005,240.8867,-5.68445,APC,1,30,17.0,APC deep pair,10144.570833539166,30.0,17.0,4,4,4.0
APC006,240.9421,-1.61377,APC,1,40,38.0,APC small deep?,6446.1238035272045,40.0,38.0,4,4,4.0
APC007,241.2993,-1.68555,APC,1,40,28.0,"APC, deep? ~40m",6610.563531326868,40.0,28.0,4,4,4.0
APC008,241.7492,-6.64679,APC,1,40,50.0,APC deep,11017.000076035192,40.0,50.0,4,4,4.0
APC009,244.2588,-1.28809,APC,1,40,45.0,APC ~ small deep,7473.616109916817,40.0,45.0,4,4,4.0
APC010,241.3897,-2.71338,APC,1,45,30.0,"APC, deep ~45m",7119.52897428515,45.0,30.0,4,4,4.0
APC011,243.2452,-4.50244,APC,1,45,34.0,APC irregular 119x45,8169.741556585549,45.0,34.0,4,4,4.0
APC012,244.2749,-1.08203,APC,1,45,48.0,"APC ~ small deep, faint graben?",7445.583566224261,45.0,48.0,4,4,4.0
APC013,244.2788,-1.12158,APC,1,45,50.0,"APC ~ small deep, faint graben?",7456.469775340143,45.0,50.0,4,4,4.0
APC014,236.3418,-13.89099,APC,1,50,75.0,APC nochain deep,8453.541676423309,50.0,75.0,4,4,4.0
APC015,243.7466,-6.17554,APC,1,75,66.0,"APC - deep, ~ 75x55m",8301.647090930612,75.0,66.0,4,4,4.0
APC017,243.372,-5.88489,APC,1,55,33.0,APC deep,8819.19053829606,55.0,33.0,4,4,4.0
APC018,236.7605,-13.86035,APC,1,60,85.0,APC irregular nochain deep,9051.112557001828,60.0,85.0,4,4,4.0
APC020,240.5234,-1.05363,APC,1,70,53.0,CTX images not very clear.,5938.9164015290735,70.0,53.0,4,4,4.0
APC021,241.0972,-1.57715,APC,1,60,44.0,"APC, deep",6485.345144219414,60.0,44.0,4,4,4.0
APC022,242.085,-2.86392,APC,1,65,31.0,Small APC probably Type II,7257.002729449308,65.0,31.0,4,4,4.0
APC023,242.63,-5.29,APC,1,60,46.0,APC,9270.492543999924,60.0,46.0,4,4,4.0
APC024,245.7545,11.83345,APC,1,60,27.0,50m half-filled APC?,2386.385485810375,60.0,27.0,4,4,4.0
APC025,250.1067,4.13696,APC,1,60,88.0,APC -- Deep d/D > 1.4,5096.021170347309,60.0,88.0,4,4,4.0
APC026,257.1238,12.6433,APC,1,60,48.0,Ascraeus NE flank 60m APC in chain with largers,10708.2577836794,60.0,48.0,4,4,4.0
APC027,235.1852,0.87524,APC,1,65,96.0,APC deep nochain,3751.670490362704,65.0,96.0,4,4,4.0
APC028,236.3438,-21.41626,APC,1,65,49.0,"APC,  AA",4000.916280071799,65.0,49.0,4,4,4.0
APC029,240.723,-18.73004,APC,1,65,80.0,APC deep nochain,5734.65306525899,65.0,80.0,4,4,4.0
APC030,240.895,-5.68079,APC,1,65,38.0,APC deep pair,10146.971424836176,65.0,38.0,4,4,4.0
APC032,242.246,-2.71902,APC,1,70,38.0,Small APC - dark interior with sharp edge.,7198.025614904468,70.0,38.0,4,4,4.0
APC033,240.4639,-0.95215,APC,1,70,89.0,"APC -- deep, ~70m",5853.475507157115,70.0,89.0,4,4,4.0
APC034,236.42,-13.6,APC,1,75,50.0,APC -- end chain deep,8845.13200000008,75.0,50.0,4,4,4.0
APC035,237.9064,-18.10693,APC,1,75,76.0,"APC, irregular heart shape in AA? ~ questionable, just a dark floor?",5555.987591212003,75.0,76.0,4,4,4.0
APC038,241.5786,-1.85474,APC,1,80,44.0,APC ~ squarish pit,6795.896254629443,80.0,44.0,4,4,4.0
APC039,255.6328,7.1543,APC,1,80,71.0,APC,6179.396128542213,80.0,71.0,4,4,4.0
APC040,238.8126,-19.40198,APC,1,90,82.0,"Hourglass -- merged APCs? 185 long,22 m narrowest",5154.3903434748345,90.0,82.0,4,4,4.0
APC041,239.3748,-1.02046,APC,1,90,57.0,"APC, 85m, 52deep",5266.8744780587085,90.0,57.0,4,4,4.0
APC042,239.54,-1.31,APC,1,90,100.0,"deep, nochain, 109m",5588.086079999996,90.0,100.0,4,4,4.0
APC043,239.66,-1.36,APC,1,90,47.0,APC,5671.180927999934,90.0,47.0,4,4,4.0
APC046,236.7245,-14.87268,APC,1,100,32.0,APC  nochain bearded -- no night thermal? 100m,7503.239047585778,100.0,32.0,4,4,4.0
APC047,237.5336,-14.5343,APC,1,125,52.0,APC in chain,8495.284706526985,125.0,52.0,4,4,4.0
APC048,245.75,-15.85,APC,1,110,102.0,APC,6382.000000000028,110.0,102.0,4,4,4.0
APC049,241.2538,-13.53717,APC,1,105,80.0,APC irregular 105x176,8158.893016719632,105.0,80.0,4,4,4.0
APC050,237.0449,-0.31885,APC,1,110,83.0,APC deep super pair,4387.812174420906,110.0,83.0,4,4,4.0
APC051,238.8672,-13.6178,APC,1,110,50.0,APC nochain b=102,9994.48586891234,110.0,50.0,4,4,4.0
APC052,239.64,-1.67,APC,1,110,55.0,APC,5893.347807999997,110.0,55.0,4,4,4.0
APC053,239.9044,-11.35315,APC,1,110,66.0,APC near chains,11970.013335958174,110.0,66.0,4,4,4.0
APC054,249.2178,0.33252,APC,1,109,67.0,"APC in graben, 120m irregular",8191.585159051172,109.0,67.0,4,4,4.0
APC055,252.7008,21.79194,APC,1,112,78.0,2 Channel edge mystery spots,2063.136646928369,112.0,78.0,4,4,4.0
APC056,237.0503,-0.33545,APC,1,115,86.0,APC deep super pair,4390.513287063712,115.0,86.0,4,4,4.0
APC057,238.309,-14.36212,APC,1,115,39.0,APC 144m  dark material inside? possible vent,9023.929205154294,115.0,39.0,4,4,4.0
APC058,249.7645,1.43201,APC,1,115,82.0,APC ~120m?,7066.361588396597,115.0,82.0,4,4,4.0
APC059,232.8127,2.04565,APC,1,118,71.0,APC - Type II,2366.327909027087,118.0,71.0,4,4,4.0
APC060,237.0083,-11.72388,APC,1,120,68.0,APC,10082.410565250177,120.0,68.0,4,4,4.0
APC062,236.51,-17.21,APC,1,130,85.0,APC nochain AA 150m,5610.332096000008,130.0,85.0,4,4,4.0
APC063,236.51,-13.96,APC,1,125,39.0,APC nochain,8645.917440000083,125.0,39.0,4,4,4.0
APC064,237.4902,-14.00342,APC,1,125,44.0,APC  in chain,9270.284293088876,125.0,44.0,4,4,4.0
APC065,239.95,-13.92,APC,1,125,59.0,APC nochain,9194.339999999987,125.0,59.0,4,4,4.0
APC066,238.7723,-14.06042,APC,1,130,45.0,APC,9502.960253597295,130.0,45.0,4,4,4.0
APC067,239.7908,-14.84766,APC,1,130,47.0,"APC inchain, 120m",8111.314054301008,130.0,47.0,4,4,4.0
APC068,240.54,-6.713,APC,1,130,93.0,"APC Irregular, 128x95",11172.995372207844,130.0,93.0,4,4,4.0
APC069,235.4121,-14.20947,APC,1,159,47.0,nochain,6993.456599351204,159.0,47.0,4,4,4.0
APC070,239.4691,-0.91003,APC,1,95,67.0,Type I or II? No chain. Sloped upper rim above aperture.,5281.775214805769,95.0,67.0,4,4,4.0
APC071,240.02,-13.84,APC,1,140,81.0,APC nochain,9170.734751999938,140.0,81.0,4,4,4.0
APC072,240.32,-7.84,APC,1,170,72.0,APC,15577.813919999637,170.0,72.0,4,4,4.0
APC076,235.4053,0.99561,APC,1,165,114.0,"APC, end of pit, inchain 162m",3779.778273793913,165.0,114.0,4,4,4.0
APC077,237.252,-13.07,APC,1,165,71.0,APC,9960.303558912085,165.0,71.0,4,4,4.0
APC078,237.558,-14.507,APC,1,185,88.0,APC,8535.851864765395,185.0,88.0,4,4,4.0
APC080,236.62,-12.6,APC,1,180,63.0,"APC, nochain, on inflated tubeflow",9648.69200000009,180.0,63.0,4,4,4.0
APC081,238.1161,-18.901,APC,1,185,112.0,APC dark nochain,5284.435720029117,185.0,112.0,4,4,4.0
APC082,239.02,-6.31,APC,1,185,99.0,APC,10397.795360000064,185.0,99.0,4,4,4.0
APC083,239.53,-13.38,APC,1,190,82.0,APC,9946.05734400002,190.0,82.0,4,4,4.0
APC084,248.5801,-0.45215,APC,1,190,87.0,APC -- 7th grd class,8598.844785679366,190.0,87.0,4,4,4.0
APC086,240.55,-6.708,APC,1,215,161.0,APC -- dust mound under rim,11152.771583999922,215.0,161.0,4,4,4.0
APC087,237.3879,-19.57495,APC,1,230,80.0,APC Elliot,4832.088717480327,230.0,80.0,4,4,4.0
APC088,236.6821,-17.10645,APC,1,235,75.0,APC 324m shallow?,5701.9253314796215,235.0,75.0,4,4,4.0
APC089,238.41,-18.55,APC,1,240,80.0,"APC, AA, nochain",5486.468000000022,240.0,80.0,4,4,4.0
APC090,237.05,-10.59,APC,1,250,69.0,APC,9430.484000000062,250.0,69.0,4,4,4.0
APC091,240.03,-6.52,APC,1,250,155.0,APC,11076.346783999994,250.0,155.0,4,4,4.0
APC092,247.5439,17.27168,APC,1,275,167.0,Fanpit A,2152.3130127767217,275.0,167.0,4,4,4.0
APC093,239.21,-4.29,APC,1,285,132.0,APC,6890.809248000087,285.0,132.0,4,4,4.0
APC096,237.56,-19.46,APC,1,475,124.0,"Hayden, 540m nochain",4918.758528000004,475.0,124.0,4,4,4.0
APC100,234.9626,-8.11974,APC,1,130,80.0,"135 x 90, depth may be wrong if interior is dark material.",4803.495872277255,130.0,80.0,4,4,4.0
APC101,239.4024,-13.67523,APC,1,430,138.0,"Very large type III - Upper cliffs, sloped lower walls.",9739.170077016935,430.0,138.0,4,4,4.0
APC102,239.4213,-13.68152,APC,1,375,103.0,"Very large type III - Upper cliffs, sloped lower walls.",9725.125872747669,375.0,103.0,4,4,4.0
APC103,239.4382,-13.68353,APC,1,520,218.0,"Very large type III - Upper cliffs, sloped lower walls.",9716.05844992053,520.0,218.0,4,4,4.0
APC105,236.539,-13.08098,APC,1,190,47.0,APC,9433.758146506902,190.0,47.0,4,4,4.0
APC117,236.07,-13.94,APC,1,200,84.0,"APC, Circe",8069.842592000159,200.0,84.0,4,4,4.0
APC118,238.131,-12.91895,APC,1,90,30.0,APC -- Small type II?,10480.84075461526,90.0,30.0,4,4,4.0
APC119,236.5708,-6.75638,APC,1,250,101.0,"APC irregular 250x450 trough, In spread-out chain,",6854.860156500407,250.0,101.0,4,4,4.0
APC120,237.5425,-14.52867,APC,1,175,88.0,"APC in chain with Catalina, 105 deep,171 across",8499.896235683094,175.0,88.0,4,4,4.0
APC122,235.1589,-14.00238,APC,1,122,41.0,nochain,6756.961281444701,122.0,41.0,4,4,4.0
APC123,236.8814,-11.86816,APC,1,210,57.0,chain,9959.65834254647,210.0,57.0,4,4,4.0
APC124,234.8862,-14.66162,APC,1,250,72.0,APC,6083.413135380588,250.0,72.0,4,4,4.0
APC125,239.3912,-14.9541,APC,1,137,36.0,APC,8041.2433159081775,137.0,36.0,4,4,4.0
APC126,239.391,-14.95801,APC,1,125,38.0,APC,8035.686656625476,125.0,38.0,4,4,4.0
APC127,235.4273,-13.75894,APC,1,105,50.0,APC,7265.742538636668,105.0,50.0,4,4,4.0
APC128,255.8157,16.17691,APC,1,60,41.0,APC ~ 60m,3238.299010711585,60.0,41.0,4,4,4.0
APC134,234.7664,-2.49139,APC,1,100,47.0,APC,3991.384580088169,100.0,47.0,4,4,4.0
APC135,234.7219,-2.3743,APC,1,110,53.0,APC 110x80,3945.684230877678,110.0,53.0,4,4,4.0
APC136,234.7186,-2.36801,APC,1,90,58.0,APC 90x75,3942.217565018149,90.0,58.0,4,4,4.0
APC137,234.7136,-2.35385,APC,1,75,40.0,APC,3935.52696483028,75.0,40.0,4,4,4.0
APC138,235.9404,-18.64916,APC,1,135,65.0,"APC, dark, 135x90",4637.3557538838,135.0,65.0,4,4,4.0
CC0021,255.4132,1.83636,end,0,,,Large trough with overhang at end,5393.70023218276,,,3,5,3.8
CC0093,255.9496,8.86151,lat,0,,,lateral candidate - overhanging ledge,7993.359018929486,,,3,5,3.8
CC0843,249.4994,23.26966,lat,0,,,Pit wall lateral candidate near Olympica Fossae,2961.06764618569,,,3,5,3.8
CC0844,249.4981,23.26611,lat,0,,,Pit wall lateral candidate near Olympica Fossae,2961.038242340695,,,3,5,3.8
CC0846,250.8204,28.02429,lat,0,,,Pit wall candidate in Ceraunius Fossae -see stretch,3524.925759418053,,,3,5,3.8
CC0847,250.8189,28.02674,lat,0,,,Pit wall candidate in Ceraunius Fossae -see stretch,3524.948608044478,,,3,5,3.8
CC0891,246.9805,27.64392,pit,0,,,Tharsis vent candidate,2843.88328144721,,,3,5,3.8
CC0892,246.9785,27.64278,pit,0,,,Tharsis vent candidate,2843.7145946093165,,,3,5,3.8
CC0015,236.6222,-6.66313,end,1,,,upper end of trough - impact?,6790.53700403946,,,3,4,3.4
CC0025,240.8302,-6.68977,end,1,,,"Pit at end of trough, possibly under overhang",11275.097953864575,,,3,4,3.4
CC0707,236.73,-13.51,end,1,,,End-of-channel. Possibly in continuous fracture or conduit.,9300.379168000049,,,3,4,3.4
CC0097,238.553,-5.14594,lat,1,,,"interesting, in hillside",7126.785374989165,,,3,4,3.4
CC0167,233.4368,-3.68384,pit,1,,,pit in trough floor center,3320.506466978278,,,3,4,3.4
